N,P,K,temperature,humidity,ph,rainfall,label
82,36,43,21.618002691059466,93.75289406539477,6.349365548892231,169.44148807324882,rice
15,60,12,26.009764572535566,46.2144135013944,6.262024368807172,64.69687815112046,mothbeans
41,64,50,23.29994618275219,101.59322512072508,7.237444714776552,227.35524421012116,papaya
78,36,35,25.093882161392056,78.84336028910553,6.044474494645078,171.62443800436645,jute
23,72,18,25.676969104521206,51.87946035183297,6.194160086753321,120.09283537957336,pigeonpeas
79,46,44,18.731420250085506,79.1344222480125,6.4238961217745185,184.1168303265432,rice
30,79,19,24.28906756755248,58.44010574094589,7.198391508107122,37.26474955535459,lentil
98,66,20,18.882565011623093,65.728108090743,6.430807674332315,68.02182835563343,maize
114,76,44,26.203016385356335,68.87135167419984,5.847794033441894,87.77817834940771,banana
3,76,18,17.184635985683133,16.328764726051542,6.10355917378961,100.5325141037524,kidneybeans
23,13,24,26.07479365880866,97.78808076568626,6.4251034108158604,125.70657705740044,coconut
23,64,23,21.486217805006525,22.18352743538289,5.559666096192641,121.75512869377916,kidneybeans
25,111,185,21.857523704419073,106.7166417679753,5.372187958649363,102.14936170293736,apple
8,26,38,19.23534361534886,101.05266683657229,7.583962093757318,101.92895691279507,pomegranate
86,55,31,21.898891514722678,92.88145000077208,7.544857345276753,334.7107699596676,rice
46,59,22,25.825387533631904,56.32302770042206,7.918865502473745,65.53819529382753,blackgram
44,67,75,18.814008626994767,15.949085377381449,8.08908107485453,68.82667024856777,chickpea
27,23,12,33.36528217417508,107.49206085336674,6.439316998363962,114.49109137176016,orange
97,25,50,27.155012994950955,79.98194945790257,6.168595724734846,23.96328382038745,muskmelon
64,54,48,42.483521516554326,90.31156948253775,6.127604925876474,86.99815528417238,papaya
91,4,44,32.438629731115185,87.19047053985543,6.090938100654146,18.42441204234019,muskmelon
96,44,48,30.346976721799955,73.322972949961,8.072172566747529,231.65896650610534,jute
72,32,31,27.058412354784725,65.82794111007844,6.128163590708988,145.55543019765966,coffee
10,9,44,23.822684020689294,98.8586031241726,6.75554530423441,104.18714812126721,pomegranate
34,58,96,20.5539515049929,17.153835225187812,5.333280485617312,76.41328714202734,chickpea
105,49,14,19.859849798422303,89.12828842484394,7.297386431338398,71.722363311066,cotton
51,70,83,14.422703565593437,16.100296447082908,9.046466123961475,80.55787099537719,chickpea
20,171,225,10.561144498456887,78.30209455859452,6.0662191572382875,65.42748115498907,grapes
65,71,14,32.25476755259279,68.17176119807968,7.470048410520025,66.33451475451895,blackgram
99,28,25,25.532343193957985,65.83739572008841,6.902433590103054,123.85680406786982,coffee
24,61,25,20.79144760150307,23.768365471872933,5.513742424374902,103.69688357404095,kidneybeans
16,52,15,21.720002443879427,24.536484790038532,4.874317807302677,117.9850405761268,kidneybeans
15,63,16,39.1271576389714,69.29219181081761,5.328045068323963,125.21529445759917,pigeonpeas
42,78,23,34.23303589778555,60.44739754581527,7.113240322431708,61.200525542416784,blackgram
71,24,54,22.055956640371228,90.21670481114026,5.86946635997622,47.71559121875031,watermelon
42,133,198,20.090699003471894,90.4715927761276,5.532065355373247,118.10292820122389,apple
110,80,62,32.80221925577333,73.8382452821838,5.260867042565663,101.6484728021681,banana
67,56,24,26.09218383045771,60.81792342035574,5.115103030003329,74.24270634739293,maize
22,10,26,25.41104857605979,86.7934617871175,4.698372352092923,239.0965453387575,coconut
36,26,26,26.701407215683933,94.22123665814458,6.319709791770309,197.5039635264364,coconut
7,20,37,27.2236466476343,98.5594749589049,5.839260983642099,133.25835465762418,coconut
47,78,20,28.899432832956162,74.13515886419346,4.628365472215136,216.5041741955818,pigeonpeas
39,29,34,22.265538470063895,89.72980550404199,8.056528181004184,102.7233539587729,pomegranate
96,48,41,21.9134077668431,100.76188538754242,6.806349062266966,128.9586142692295,jute
72,53,45,25.535023994180058,73.13285656235439,7.045803153680936,169.58374622997786,jute
28,6,40,33.01761988924822,94.60524206443104,5.967976747560889,176.99347956495112,coconut
32,62,19,31.439336031867963,45.502270085903206,7.288156375293568,49.392064973594664,mothbeans
6,26,22,24.01913251612824,87.42009710264009,6.082874308133222,179.1029615332062,coconut
20,121,209,31.147857259538224,95.74533986969902,6.566761178165087,69.46210056104488,grapes
2,8,35,21.727904699176793,94.39880370121837,6.870532844455509,209.92476468231754,coconut
95,50,21,20.597995663520322,72.97876453551555,7.676488016110948,88.10527596744754,cotton
40,70,20,22.598177113695193,47.66666120170221,7.332036820652186,44.24027552149008,lentil
24,67,23,20.490088141139854,20.531874670115076,5.607074500583821,96.1246270169183,kidneybeans
62,53,18,15.452235943106077,61.41731934338846,6.24392236789527,96.26259297827171,maize
35,156,194,26.047481198899234,105.69800693515616,6.664110992076585,130.4542899688083,apple
28,84,14,24.39010256461176,76.08169435459438,6.966333399745992,36.36184463318843,lentil
77,33,36,21.52511707416619,75.90392150243886,7.593550949206688,190.04326620916257,rice
4,75,12,24.722646163682462,19.0114579553031,5.884785676911995,123.48996598195706,kidneybeans
8,22,40,18.72619305424471,86.12319909350383,7.012326470877285,85.44091820230926,pomegranate
11,36,35,31.56906389585376,57.06589557839222,5.114366037741736,76.36730443295352,mango
42,55,17,25.990600288890263,66.87990121867752,6.863842294692831,53.78605245759713,blackgram
107,37,29,27.913585888949676,54.50848486326072,6.076509686164119,133.83274603506354,coffee
11,55,21,30.227324572619843,58.81361507987715,7.76259936270248,55.39011055460128,mothbeans
1,71,25,18.731139216761825,56.176467950249105,4.848245996886872,157.4532799638148,pigeonpeas
21,68,16,25.527483796507024,67.90464237502128,7.103840153396548,55.09643147485703,lentil
24,46,19,30.085697912087607,86.66528138282649,7.351947112619741,52.02274655617431,mungbean
105,50,41,27.648786019462623,67.49793493828945,5.148805423404995,297.39046777369686,rice
101,39,30,23.86896658233759,70.09487852137126,6.372315313706157,121.17648722512783,coffee
10,67,17,19.827470761182955,62.67593234243239,8.026194981610148,42.46509479155439,lentil
11,46,28,26.642647113641488,45.05629520312008,4.813731136976754,85.12081347790446,mango
3,49,20,26.52163879452248,77.15853881022258,6.7280619591960065,40.686083841924045,mungbean
46,44,52,32.7450554181805,82.57474380497806,6.989859101471056,81.01243401472186,papaya
134,28,49,27.908642527597156,97.40173367834458,5.598805824613072,26.99942403636313,muskmelon
125,26,50,24.774453045232644,80.66033303557491,5.185549546566582,49.14159331467238,watermelon
16,29,31,25.73890564681878,91.12387824538348,4.91654065769079,134.1387853045583,coconut
51,54,42,33.45081122705883,83.41443944427859,6.456233045829206,125.66679561789809,papaya
132,31,28,23.094626238402107,73.56683470548339,5.374053132499223,150.34419122721619,coffee
10,164,175,24.62442605775748,93.17755471646107,6.243084580212993,123.42266051176313,apple
55,52,53,34.90680760873774,87.21179226063026,7.350947925699434,50.750242589097795,papaya
110,78,50,30.2002221238107,81.70476483010208,5.891778517234907,112.06613231832063,banana
100,75,55,30.30003274620944,85.26033047428675,6.272321976655768,93.5785940919229,banana
8,59,16,21.269579254476177,76.0687413539858,6.1048118030015015,55.88293315472421,lentil
78,21,56,20.488146667602212,86.30529728947991,6.140873152987012,54.85527531377991,watermelon
32,60,17,29.571449412254772,69.48626120471913,6.566871018674597,64.47439418567221,blackgram
31,32,21,32.7947543825425,60.31911218365973,10.8232906541756,32.74362253231612,mothbeans
49,37,37,36.09527040416203,88.21338933652727,7.211956182170716,272.95231026184973,papaya
24,66,27,29.46457868912745,67.94300562893541,7.717207683605186,69.73607648792986,blackgram
58,66,45,32.86791266934436,86.7737240970396,6.289000570865765,106.00847841960969,papaya
36,51,14,32.69941430565966,47.16251380310104,6.857248002762281,55.12072092051731,mothbeans
103,96,45,29.0229999070204,82.95297979328208,5.846403008014333,100.568721742987,banana
51,45,62,29.974576224282846,107.28595394791823,5.825587769253042,64.83033416450785,papaya
26,72,21,35.04107840195202,62.34382497822137,7.864865747413344,85.779429225542,blackgram
6,15,29,20.00269525175952,105.21961270284855,6.507477097529737,87.35196073967393,pomegranate
20,11,27,29.680859259213015,84.21276870359853,6.189957910313282,198.02576974650543,coconut
4,74,12,18.377249962294893,22.191559906549813,5.449294183953688,100.79520652355819,kidneybeans
76,48,40,25.098668447236495,81.7042619268337,6.688444660145352,135.7557519918317,jute
0,131,193,23.423673129732844,79.77457085939238,4.706176035285805,109.77556495414281,apple
8,146,180,21.331458218782526,98.51843975717578,5.633850525190829,98.8595805317761,apple
116,96,51,29.480285551761792,60.12338720924053,6.199626806553341,104.16914009842526,banana
9,53,17,26.71917841546758,79.13178274819794,7.261903776354932,46.97101717598132,lentil
133,42,19,22.441498494873198,77.97322474682879,7.801895402254125,84.58280734047405,cotton
21,89,27,26.333915587612097,47.798964389755234,6.934230699665625,88.19234005194767,pigeonpeas
92,32,30,28.711196252034554,48.41220830237593,7.112138194733431,177.3180807364982,coffee
46,86,68,16.67235016363992,20.912843897374593,6.817824827951715,85.60473922460223,chickpea
13,135,226,30.33095551911112,93.75106449311738,5.664905800888517,67.41198837340998,grapes
21,64,16,24.28153164039293,62.37773671686947,7.3147862972360755,67.83755370413533,blackgram
97,76,63,33.9231488869399,76.58706227193693,5.429104942561265,134.08783980328965,banana
29,9,31,34.41695648272079,102.8162541948526,4.20592351658996,223.33835968418052,coconut
12,45,16,27.544804693944844,45.960028936493195,3.0461398473884893,43.33567680427848,mothbeans
30,14,48,23.404059291154294,95.7213993831,7.341944139272556,101.66071425043434,pomegranate
9,138,216,21.11274556496216,78.91220771058164,6.452506595624583,78.47048405392525,grapes
83,57,22,17.669495358430215,71.71670332390696,5.778649813856558,88.00090015541778,maize
34,122,205,33.06853245106896,68.91803233914605,5.481364217387499,76.04687740110278,grapes
23,56,18,24.682579324745937,57.400468666645544,6.60414392749277,32.09731675014018,mothbeans
69,28,45,26.080613084096637,85.33830322555275,6.109091109661809,29.92507001185576,muskmelon
27,7,26,30.35406123618441,81.90729345999814,5.689966033773976,223.20374307929444,coconut
28,86,15,21.80592413556948,21.32105608432392,5.429864576704312,75.04929732757566,kidneybeans
87,102,53,33.16609832700955,92.18721572971307,6.439483002193556,97.0422758438126,banana
5,139,209,11.473178641038116,75.97953731795599,7.213805757906996,68.17427116567859,grapes
41,70,18,28.967930192963923,68.69018651075397,7.027247501237088,68.3983008766924,blackgram
6,12,7,36.085107596703466,85.05284796579706,7.492863417565953,121.02548935398605,orange
20,51,14,32.15438985070263,110.7258849057127,7.154914887466236,44.826273776063125,mungbean
35,57,74,18.870205464089953,19.634355969502327,5.532163299794046,78.29523208876854,chickpea
45,68,15,18.730988738617672,65.64413893835041,8.117789501350623,75.9723255047385,blackgram
94,27,49,28.181065418179692,99.12909609946186,7.156073755649705,22.335183255958324,muskmelon
29,125,206,46.06690555411383,81.78863105620046,5.333907640265846,57.32887837661571,grapes
75,45,16,26.37556391738602,62.833648692217665,5.325048508238762,70.37767870511863,maize
3,64,27,25.5327225076984,94.84621443101697,6.877437577177897,60.27256030058664,mungbean
29,41,23,26.78304740731448,98.44656210357073,6.743298989967173,64.54688441918019,mungbean
89,65,51,24.129914162184914,87.56431401988758,6.100661286927009,87.9311709167493,banana
35,80,21,26.93253983659084,61.32851482614227,7.638881043324727,73.11903567742635,blackgram
74,30,45,27.105174407259145,121.70609037085077,6.585321305920514,25.531760247259065,muskmelon
6,30,19,25.073267788473675,53.227361854479945,9.423653855291976,42.62936103506704,mothbeans
28,50,20,20.976061880471526,55.11953887093729,6.098550846338419,42.03639642137987,lentil
31,75,87,21.673803219464563,17.514815355144613,8.206951680036077,67.40038068523761,chickpea
3,131,196,22.299744275184697,80.65914642269946,6.1800804315920335,61.97724941092267,grapes
101,31,29,21.009292944087246,57.94489565330623,5.801160684775972,190.46828457998745,coffee
114,7,43,24.000479628932478,83.76100932587657,6.929470966864087,44.662464798763,watermelon
69,51,19,31.349082799551418,68.52096105286059,7.572305971312661,69.75730786261177,blackgram
20,80,14,25.628192518611716,21.967459215708143,5.819666010815876,107.95463727435123,kidneybeans
90,27,47,29.56854530702669,78.95140640706619,6.776150462063957,56.27165859133469,watermelon
138,38,20,17.427052958043173,78.61138948030815,6.878266819990779,76.45155724257107,cotton
92,82,43,23.25787101457279,91.35292819721288,5.738773912089921,120.17488107952646,banana
57,51,78,16.657032052537595,16.995879632280516,5.8847635114428405,68.48876011940118,chickpea
44,49,47,34.77586540823123,91.06738521001319,6.565445833851767,205.89845097412422,papaya
19,7,13,23.15068646052169,102.45991027328185,7.479502714840498,111.29159313691025,orange
40,70,23,29.741513032266766,64.05150463055213,6.361056260747315,68.76510811557391,blackgram
51,68,64,17.9697522503879,20.156706849346666,6.189169901427475,90.8046391179926,chickpea
33,46,17,23.036663912784086,52.740144307801444,6.216541389561922,60.909989722755114,mothbeans
29,27,36,17.61644657182028,113.52291194295762,6.15717848592892,109.05284470258404,pomegranate
7,59,18,24.955121109654918,58.61030037960368,7.51910278495465,39.53366686576531,lentil
6,123,210,25.868302330284305,103.05728385372404,6.2917872736980325,114.60250256264916,apple
69,47,18,19.09904324831641,64.34135341744678,5.890311463773502,83.99423933863406,maize
15,9,47,23.563658540762248,81.58975766954056,7.875742139458244,119.48065067399777,pomegranate
4,59,16,35.09858289248443,53.54467832970881,8.214536501168944,153.40114131109974,pigeonpeas
42,17,45,19.379859001809827,101.7852158703221,6.101834170354015,122.86480658447621,pomegranate
96,85,53,28.05244338410937,89.24949433248543,5.490787011210251,87.48740772794244,banana
42,61,77,17.639607529974796,19.69272625281696,9.186627614127566,84.27245793351373,chickpea
31,45,19,22.955920520953082,52.05301968450804,5.70127281523518,26.918240156846405,mothbeans
22,121,181,19.808676755824838,85.09835918175652,6.729357750750906,74.6677103755315,grapes
91,48,25,24.818205731616946,61.06163525657926,7.0525025647012445,65.92993706076366,maize
64,46,45,28.635472842583976,69.42855028788497,4.825424642288256,281.15252929238426,rice
107,49,21,22.700609987821547,83.46672698688278,5.9672818425170275,90.81238798858247,cotton
38,29,37,18.802631577015557,104.96197197146185,4.277890451061217,103.76243568794237,pomegranate
30,140,202,23.972655234513297,100.43541059284311,6.343505354807653,137.9156574296543,apple
66,39,46,24.037041796208833,76.23206679507118,7.145176669392649,146.5671086428905,jute
85,52,44,20.294707687918148,103.51830266433645,6.009769753274256,156.05541042417357,jute
14,40,29,26.39148530837624,57.228372187682844,5.032882284781695,97.71066241968214,mango
49,74,16,24.813764424991987,63.59287187661701,7.2016985969203775,74.73247270010769,blackgram
39,115,225,37.2804209631131,82.38015687545533,6.157008210764061,60.395329025511096,grapes
84,61,35,20.789995187711007,78.41696295511196,7.1017729706271515,248.38962821345984,rice
19,53,18,23.792962688275942,43.35583461257927,5.734448670316688,78.44587246790752,mothbeans
68,53,20,22.84224970495132,50.855366199680994,7.157645149281653,107.46653013962676,maize
41,21,23,25.22591767927072,48.25245624035313,5.00193415879023,119.47676876638626,mango
92,50,37,30.59656510731243,81.24455333932103,8.625948182087745,200.40957430000714,jute
39,141,201,18.87679802665862,97.66976585031853,6.573274300034516,109.93749592003721,apple
49,62,14,17.095329015660713,27.663982771626948,6.722690842142548,137.47720585384238,kidneybeans
50,78,82,20.647582792388267,19.151005783575304,6.373720269852086,82.5491896531265,chickpea
38,63,18,35.819415865487926,52.034679280238905,7.01097452358363,73.17631333997556,blackgram
27,65,18,31.044828027925384,48.3183120263605,4.262109417192366,206.38322980443485,pigeonpeas
106,27,40,35.150652631915825,88.93840873314463,5.19046183981518,28.137934601715607,muskmelon
96,49,32,21.46448079345341,82.02189789862227,6.0271962331574445,283.42653097906424,rice
82,25,46,28.733684522101978,88.59090200046005,5.743297962441107,29.95717791363105,muskmelon
51,59,13,31.54801922502334,69.1935858993931,6.955197647496683,71.38783108686762,blackgram
62,39,37,21.83260428123142,78.30437667283188,7.0610524825338965,282.01936290573184,rice
97,11,45,27.129521626087783,88.86120467962913,7.72376253249116,24.259727826807815,muskmelon
23,30,8,19.6019394863049,100.9338286819087,5.4598025193300215,129.55243761252078,orange
25,13,5,14.024051241051826,81.3693350891317,7.159958339663576,98.38538592587292,orange
115,40,22,27.598601274908408,81.54959761494827,7.604602260849105,104.4296380351636,cotton
25,67,85,17.790915307766678,15.059310206105753,6.201536952053013,76.42801100251668,chickpea
13,19,27,33.89492255797816,59.05727487667908,5.558755850352967,106.80184335896172,mango
39,54,24,28.225442687117134,75.18631853353929,7.759340448336777,36.72007380170819,lentil
15,30,33,29.951343012583955,85.89706114315527,4.740776661351614,139.74231913768315,coconut
88,40,46,24.04462201057904,89.60564053398176,5.9302404309530825,188.5137671256484,jute
12,20,10,24.097895871471398,83.64094264898418,7.1219285315882,93.94568804533466,orange
17,17,31,23.262880975912747,84.37429925218638,7.110882442341061,99.09052955120465,pomegranate
9,14,31,25.92362886288734,71.21660138206825,4.6204281335369535,175.5366599018707,coconut
37,61,22,21.72392824957967,23.60010302792458,6.100507816903695,91.38621684730128,kidneybeans
94,12,58,29.220158999555213,89.75013211005448,6.718837448188554,64.50427212488245,watermelon
71,77,56,25.722957338783527,89.0279345604993,6.1715956504649006,105.71948217874025,banana
72,58,41,25.34975625039698,82.60960155168377,6.285132391012719,183.22555444064935,rice
1,59,22,17.557926730922137,60.54901420203373,4.318002546122491,176.7613992443249,pigeonpeas
91,28,64,25.685896134634717,82.46886702644338,5.304351543150609,27.372951981715186,muskmelon
6,122,191,10.95936752530425,76.16117068790112,5.925266432408559,69.18087670914122,grapes
47,75,19,27.19527986976828,59.69736937885258,7.445352738617259,72.17214429895968,blackgram
28,64,15,25.15920653737627,66.38138762508454,6.4612758927464515,70.63749818829872,blackgram
20,66,16,29.14488423068542,62.284734306923916,5.8070712015381165,47.82939190140625,lentil
0,81,13,23.247796717227573,23.03502140588191,5.181756515552419,109.63083030530915,kidneybeans
21,11,31,23.105778347400545,110.36003962266732,6.340273431523587,149.08539028317935,coconut
77,43,46,23.40990017026239,79.85716883282197,5.227488314253452,168.11320251033143,jute
29,108,198,36.59930179938754,78.4622484124013,5.282603356712836,65.59080778133149,grapes
9,55,20,29.38558242872705,68.51616391623395,7.552737102739515,42.7636622838896,lentil
136,40,19,23.010183057080127,76.9739276492066,6.401348643732548,107.15849963317713,cotton
98,57,45,21.05881598415198,79.91766754579244,6.149673766062609,193.39370514511387,jute
14,18,32,33.592464822201414,48.82551640904205,4.126345970713925,88.92115114427685,mango
122,42,29,25.165075675124317,71.7646427090618,7.71300055326323,57.95141046263695,cotton
6,18,31,30.819508894132383,103.44746150060202,5.528952319976154,170.5998121621888,coconut
83,49,15,23.164504665693546,63.84808477907835,6.485361517890303,51.21241040032932,maize
38,61,43,28.40463878332821,92.71666982704771,6.116365390993359,78.0513773418517,papaya
20,65,17,25.427592808993868,57.04702987053772,5.8182388884765714,112.72106784361188,pigeonpeas
37,72,13,23.195064702900076,53.63797312206045,8.038460585498592,48.300634707193495,lentil
16,66,15,30.51751536272849,83.52373808058748,6.321872621572472,39.99780521186729,mungbean
19,18,13,16.844829102286756,114.59575290216713,6.854571515844016,108.89417253120135,orange
5,15,34,20.238474746439216,87.64585511399927,5.527021034720137,90.022483915762,pomegranate
32,102,199,24.023165617367557,89.85399378783816,6.501642047763198,69.26321815801738,grapes
7,153,241,26.657818667775487,90.74696955853773,6.189910596115681,122.16632039640626,apple
10,44,21,28.94350398490953,89.28540038406462,7.1256491928425865,57.14672937521263,mungbean
18,110,198,20.583352254632413,94.89567050400558,6.516049319640116,71.64753018748222,grapes
56,72,45,39.0777234129266,89.30984782948214,7.126246402489409,61.359463118746696,papaya
2,77,22,23.415484588618327,54.77927435399238,6.495021086498441,50.31833992154986,lentil
34,90,16,22.61582859708988,20.666354494631683,4.731913219943169,68.36933694353203,kidneybeans
32,28,10,32.465012410235516,114.34472244406713,5.953299425009242,131.18821340577594,orange
81,42,40,19.957840716526153,76.36990018983805,6.89118065178358,266.44806411938237,rice
15,14,41,27.08808267437019,76.26997966235112,5.3908836413828825,101.78976587684404,pomegranate
43,63,20,23.57318751778224,68.21030632288488,8.788285774598123,45.896184034501935,lentil
21,130,181,27.066512154321803,92.59281261543003,5.5833155352580475,114.35287492171153,apple
98,21,27,27.68233978330011,64.43602902477619,6.812830503991824,176.35126719478757,coffee
112,44,14,22.968817440144395,83.33292528471168,6.277533338954331,113.78628301308493,cotton
26,108,206,18.149906292744,102.95355656628466,5.010343396581541,91.2090501650785,apple
102,45,22,24.507826527205847,64.93684675354918,6.5325308668784094,108.02323652463987,maize
19,26,22,28.283525473135267,107.58312779901355,4.962655813133164,179.51550462440653,coconut
0,14,6,20.402420899316585,86.77534339390675,8.211441212003534,138.69211237724122,orange
68,31,35,22.29609275943888,47.283057344102836,7.843784358342939,133.32048974526637,coffee
109,55,37,19.81121366242554,80.56721942702724,6.5041796653454815,331.6411392764859,rice
57,61,45,30.434209988713548,113.55933544637614,5.861151801264378,146.00540377739614,papaya
75,65,89,14.797964438583396,19.50207819377868,7.20351454510805,90.39598210736273,chickpea
65,70,15,23.90127774039694,63.27415538330419,6.891611713625944,69.17956566910138,blackgram
4,23,41,20.835868430098603,94.25212342258362,6.322631755571868,96.83072910306392,pomegranate
25,20,28,35.82839165936299,48.8094586009048,5.501161346732996,96.69320488583729,mango
29,142,187,21.874352692311746,66.74608379042994,6.270431650901591,69.62513716763405,grapes
69,44,36,22.82872167454026,73.49194644487555,5.542810286454336,158.3857814239811,rice
26,68,14,15.235212982698602,18.520960347675086,5.267994684157545,128.19420574555005,kidneybeans
40,24,10,29.733949546760996,96.05976433755438,6.300064744802682,119.21910715473587,orange
9,118,188,11.519500313325713,95.22355876648905,6.856309061194975,62.68698592862516,grapes
16,52,15,19.113090483191936,66.61138546368346,6.240520047386745,47.14771124801838,lentil
106,32,25,22.583492724136672,54.25654219327135,6.101139145135875,110.6880615511756,coffee
63,45,37,20.934232633721834,82.21085759087339,5.2903906039482,133.10163618997996,jute
36,55,53,30.773805679989316,86.1073869186773,7.370571635987248,63.43858586791106,papaya
27,68,29,23.57032184576136,18.096562721355177,6.141371688306988,68.31614851181111,kidneybeans
22,37,22,25.018626323505682,51.56240630548073,8.335702011112158,65.82657566076956,mothbeans
34,50,54,33.37390537243053,104.31170076242307,6.582180413216387,43.477983860583585,papaya
24,43,25,25.34376231854629,49.53966281594264,4.609032245696091,46.108105974589094,mothbeans
2,28,28,28.578042753666114,53.50518117769883,5.376246213732811,105.88282603192944,mango
75,35,23,21.687213043638323,52.610232694090584,6.531559947989536,84.77597444303856,maize
89,4,46,25.9306856424192,89.13029771605629,5.565248362999522,39.04578117621016,watermelon
21,63,17,19.624909607509945,69.94381198506079,5.360824350101635,191.06318223984454,pigeonpeas
30,73,18,21.56809082620726,26.5449957247678,4.960477256834292,85.51647230208762,kidneybeans
22,41,22,26.65284077941409,92.96910966445614,5.929008404460167,46.46523281289571,mungbean
104,34,21,24.832975366648355,51.0712679603321,7.441416012094258,120.50885573908187,coffee
54,83,18,25.831169565469068,57.18764824652349,5.853641679796191,64.7866773865298,blackgram
1,119,207,41.528745477745645,86.12543004136035,7.356622056815372,64.90790227156259,grapes
41,37,23,35.667695731458636,56.26350241935326,5.091494287106031,99.8670617830199,mango
78,20,56,29.337309165123393,64.07328857683503,7.771761665230951,47.742570774056276,watermelon
26,72,26,13.77328224977026,24.524543402396475,6.350848346613852,130.53698701760382,kidneybeans
39,90,72,17.927708167971478,16.0889506313984,5.607075850543685,66.11985032196004,chickpea
64,61,91,18.330622222133208,19.904462487391296,5.964759022829316,97.5846402377278,chickpea
62,32,45,24.710641100686775,87.74132880148126,5.075746800269849,180.73608348810257,jute
4,75,17,18.54531809056259,69.88946777395618,6.261988328757134,45.04273912400932,lentil
68,39,45,22.43258498162916,77.75741783589011,6.259546874697527,195.02149720809197,jute
111,21,27,20.77854170720703,53.661384652228065,6.497991536607502,153.67347751773917,coffee
24,37,20,27.494991378649367,77.86593197642972,6.183468638179079,45.01483497217556,mungbean
32,93,85,18.006546130556163,15.350867649560282,8.314646978379832,91.83035689876844,chickpea
35,39,14,24.540424973637684,77.70310716189167,6.663886332761156,60.61248223453024,mungbean
91,25,57,26.221773796046918,93.92915317297523,6.4020119703173375,57.80159799041168,watermelon
60,61,15,29.031949698822068,77.05397976530963,7.391492987523845,67.1637326604435,blackgram
43,60,19,34.7178655015604,55.20636339122977,7.529371949265138,47.38797645378021,lentil
107,28,25,24.50648160296103,45.47758894645537,5.946283497448652,156.58363629221554,coffee
128,51,11,22.54345750294155,84.42156101372791,6.431215907215461,76.94177361315259,cotton
20,41,22,31.503005050682894,93.01078002978284,6.5289023771664825,46.865259923066525,mungbean
96,61,29,19.324443038200695,83.74813076780399,7.995020485939489,248.54019515966814,rice
71,36,26,21.38988614084439,59.04706982596442,6.965649610352928,198.86830449817552,coffee
43,64,51,29.094010661593313,93.832479590664,7.2270112572936815,66.05356984288468,papaya
24,24,25,27.728484490864922,108.20042930313498,6.558847813115839,127.78741016890883,coconut
130,28,15,25.13912139784657,82.74845301750149,5.895585542328552,90.44595304960491,cotton
102,81,57,30.997579633648265,71.10666163076017,5.900374340561352,114.19911906848047,banana
8,24,32,19.0979941017455,83.81951908683284,6.582763630138382,100.42633984786595,pomegranate
28,58,14,24.365430469685634,61.87934801746898,11.041233434015584,79.7829602015558,mothbeans
23,21,31,31.247908651769496,98.1013192643575,6.55934711521409,160.74637292097322,coconut
21,32,28,29.676807448918286,50.82399018542215,5.290446186135249,84.97120423683786,mango
28,73,69,20.995373059712023,14.34557601021328,8.863414121534124,76.47650114048083,chickpea
91,21,29,21.085397672613965,52.42122199961831,7.133336059460187,205.9715710702583,coffee
104,51,34,25.345919734625355,88.63336887650324,6.5632026193747075,230.83805781932725,rice
59,49,17,20.1949808576587,60.70820411695202,5.263857751162603,66.05463500071876,maize
12,4,21,31.659660295255996,87.87635781126363,5.88619658005917,163.25301740210742,coconut
77,36,36,32.02045891801468,66.25332066036209,6.452836886164331,206.77265342608044,coffee
26,62,22,39.404232984081474,69.16058885645994,5.955814395512295,50.84948960883494,blackgram
9,28,35,28.80110527160489,50.849529542315054,4.963372129408274,101.1533256111931,mango
95,27,22,24.178580736854563,52.45953438951094,6.5107329607429945,209.8586297867904,coffee
98,28,52,27.018703794875883,91.77440276800375,5.593769836776147,20.82219577371154,muskmelon
74,49,47,23.412354762608363,96.83395802196893,6.467026164358258,63.697406857165824,papaya
83,49,40,19.740003420725685,79.36239821765632,6.37842402538961,174.02706509279363,rice
24,52,20,25.69544172869498,58.86956027310408,7.999186119054226,173.31875613021015,pigeonpeas
106,86,44,26.038391249645695,93.08600135990172,6.259332284987035,88.92512993791165,banana
34,77,15,21.462523354446184,63.67165575588395,8.132850753921385,38.97410758304324,lentil
48,56,24,28.969000001058017,64.03793442150388,5.763155754465055,61.19183774261959,blackgram
17,29,25,29.252428202855636,94.75791921495568,6.10108599743835,177.4589127347185,coconut
106,47,17,22.864310009692176,86.01560415532654,6.127564239703402,75.70396438613868,cotton
107,18,48,33.53914025599753,93.87385262203944,5.628619283766392,23.322035846387195,muskmelon
26,25,38,28.83774637275908,85.91245373499387,5.6160469116122735,173.6079932044601,coconut
36,74,14,21.074585315393612,69.58874723730419,6.5091335765566525,41.17111927492391,lentil
18,63,23,28.669141527628458,83.10998272962043,6.190023003521645,51.85661155472323,mungbean
88,18,53,30.51685330580209,101.95039189900638,6.595601901022019,21.979803023565132,muskmelon
10,59,20,18.200664645950717,21.187206165770537,5.571551613323096,76.14693789789389,kidneybeans
17,75,18,14.410300631241135,37.71079151376256,6.3083308954098305,189.30702532032592,pigeonpeas
38,18,13,20.124154783986693,77.72987183517786,7.191305117070128,96.56269652844222,orange
24,86,17,17.551948942237253,24.797339404237793,5.155051152450051,110.55787303105505,kidneybeans
44,21,24,25.78879121955726,89.85208309409818,6.415296736717518,161.47599206704953,coconut
28,66,23,29.093126322384567,60.99387220846895,8.44681365398079,36.20269612985644,mothbeans
